orig32 medianBlur: min = 0, max = 1803, maxp = (1164,1521), minmaxdif = 1803
=>>averaged: min = : min = 0, max = 2983, maxp = (1260,1792), minmaxdif = 2983
orig: min = 22, max = 4094, maxp = (740,64), minmaxdif = 4072
orig32 thresholded: min = 0, max = 1962, maxp = (1199,1500), minmaxdif = 1962
orig32 medianBlur: min = 0, max = 1867, maxp = (1199,1492), minmaxdif = 1867
=>>averaged: min = : min = 0, max = 3008, maxp = (1257,1563), minmaxdif = 3008
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 2392, maxp = (1168,1457), minmaxdif = 2392
orig32 medianBlur: min = 0, max = 2338, maxp = (1168,1457), minmaxdif = 2338
=>>averaged: min = : min = 0, max = 3008, maxp = (1257,1563), minmaxdif = 3008
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1948, maxp = (1121,1518), minmaxdif = 1948
orig32 medianBlur: min = 0, max = 1873, maxp = (1114,1496), minmaxdif = 1873
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1601, maxp = (987,1551), minmaxdif = 1601
orig32 medianBlur: min = 0, max = 1466, maxp = (985,1551), minmaxdif = 1466
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1537, maxp = (980,1497), minmaxdif = 1537
orig32 medianBlur: min = 0, max = 1498, maxp = (980,1498), minmaxdif = 1498
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 22, max = 4094, maxp = (740,64), minmaxdif = 4072
orig32 thresholded: min = 0, max = 1332, maxp = (970,1497), minmaxdif = 1332
orig32 medianBlur: min = 0, max = 1266, maxp = (968,1500), minmaxdif = 1266
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1340, maxp = (955,1518), minmaxdif = 1340
orig32 medianBlur: min = 0, max = 1295, maxp = (950,1524), minmaxdif = 1295
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1384, maxp = (935,1543), minmaxdif = 1384
orig32 medianBlur: min = 0, max = 1344, maxp = (936,1542), minmaxdif = 1344
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1372, maxp = (920,1564), minmaxdif = 1372
orig32 medianBlur: min = 0, max = 1332, maxp = (880,1568), minmaxdif = 1332
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1651, maxp = (853,1538), minmaxdif = 1651
orig32 medianBlur: min = 0, max = 1632, maxp = (852,1537), minmaxdif = 1632
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1526, maxp = (889,1481), minmaxdif = 1526
orig32 medianBlur: min = 0, max = 1475, maxp = (888,1489), minmaxdif = 1475
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1586, maxp = (873,1440), minmaxdif = 1586
orig32 medianBlur: min = 0, max = 1524, maxp = (873,1439), minmaxdif = 1524
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1569, maxp = (831,1401), minmaxdif = 1569
orig32 medianBlur: min = 0, max = 1495, maxp = (831,1401), minmaxdif = 1495
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 22, max = 4094, maxp = (740,64), minmaxdif = 4072
orig32 thresholded: min = 0, max = 1782, maxp = (832,1357), minmaxdif = 1782
orig32 medianBlur: min = 0, max = 1668, maxp = (829,1353), minmaxdif = 1668
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1317, maxp = (806,1380), minmaxdif = 1317
orig32 medianBlur: min = 0, max = 1246, maxp = (790,1401), minmaxdif = 1246
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1934, maxp = (1327,1359), minmaxdif = 1934
orig32 medianBlur: min = 0, max = 1900, maxp = (1326,1359), minmaxdif = 1900
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1786, maxp = (1310,1393), minmaxdif = 1786
orig32 medianBlur: min = 0, max = 1739, maxp = (1308,1392), minmaxdif = 1739
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1966, maxp = (1294,1444), minmaxdif = 1966
orig32 medianBlur: min = 0, max = 1892, maxp = (1299,1444), minmaxdif = 1892
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 19, max = 4094, maxp = (740,64), minmaxdif = 4075
orig32 thresholded: min = 0, max = 2228, maxp = (1266,1448), minmaxdif = 2228
orig32 medianBlur: min = 0, max = 2155, maxp = (1267,1448), minmaxdif = 2155
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 22, max = 4094, maxp = (740,64), minmaxdif = 4072
orig32 thresholded: min = 0, max = 2084, maxp = (1264,1435), minmaxdif = 2084
orig32 medianBlur: min = 0, max = 2021, maxp = (1263,1435), minmaxdif = 2021
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1930, maxp = (1269,1422), minmaxdif = 1930
orig32 medianBlur: min = 0, max = 1892, maxp = (1276,1415), minmaxdif = 1892
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1905, maxp = (1292,1395), minmaxdif = 1905
orig32 medianBlur: min = 0, max = 1865, maxp = (1292,1395), minmaxdif = 1865
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 22, max = 4094, maxp = (740,64), minmaxdif = 4072
orig32 thresholded: min = 0, max = 1992, maxp = (1264,1350), minmaxdif = 1992
orig32 medianBlur: min = 0, max = 1922, maxp = (1262,1349), minmaxdif = 1922
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 19, max = 4094, maxp = (740,64), minmaxdif = 4075
orig32 thresholded: min = 0, max = 1986, maxp = (1279,1318), minmaxdif = 1986
orig32 medianBlur: min = 0, max = 1904, maxp = (1279,1318), minmaxdif = 1904
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 2373, maxp = (1264,1321), minmaxdif = 2373
orig32 medianBlur: min = 0, max = 2293, maxp = (1259,1327), minmaxdif = 2293
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 22, max = 4094, maxp = (740,64), minmaxdif = 4072
orig32 thresholded: min = 0, max = 1890, maxp = (1243,1349), minmaxdif = 1890
orig32 medianBlur: min = 0, max = 1848, maxp = (1243,1348), minmaxdif = 1848
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 2371, maxp = (1205,1399), minmaxdif = 2371
orig32 medianBlur: min = 0, max = 2290, maxp = (1205,1399), minmaxdif = 2290
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 2023, maxp = (1136,1284), minmaxdif = 2023
orig32 medianBlur: min = 0, max = 1964, maxp = (1149,1281), minmaxdif = 1964
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 2070, maxp = (1191,1270), minmaxdif = 2070
orig32 medianBlur: min = 0, max = 1991, maxp = (1190,1270), minmaxdif = 1991
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 2958, maxp = (1169,1232), minmaxdif = 2958
orig32 medianBlur: min = 0, max = 2736, maxp = (1169,1232), minmaxdif = 2736
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 2116, maxp = (1106,1265), minmaxdif = 2116
orig32 medianBlur: min = 0, max = 2000, maxp = (1106,1265), minmaxdif = 2000
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1556, maxp = (1119,1296), minmaxdif = 1556
orig32 medianBlur: min = 0, max = 1453, maxp = (1118,1296), minmaxdif = 1453
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1243, maxp = (376,1129), minmaxdif = 1243
orig32 medianBlur: min = 0, max = 1176, maxp = (375,1111), minmaxdif = 1176
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1191, maxp = (346,1133), minmaxdif = 1191
orig32 medianBlur: min = 0, max = 1139, maxp = (335,1125), minmaxdif = 1139
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1163, maxp = (316,1151), minmaxdif = 1163
orig32 medianBlur: min = 0, max = 1134, maxp = (316,1150), minmaxdif = 1134
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1146, maxp = (337,1197), minmaxdif = 1146
orig32 medianBlur: min = 0, max = 1103, maxp = (335,1197), minmaxdif = 1103
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1216, maxp = (278,1201), minmaxdif = 1216
orig32 medianBlur: min = 0, max = 1134, maxp = (278,1201), minmaxdif = 1134
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1253, maxp = (253,1214), minmaxdif = 1253
orig32 medianBlur: min = 0, max = 1178, maxp = (271,1193), minmaxdif = 1178
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1210, maxp = (279,1171), minmaxdif = 1210
orig32 medianBlur: min = 0, max = 1168, maxp = (256,1146), minmaxdif = 1168
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1259, maxp = (253,1120), minmaxdif = 1259
orig32 medianBlur: min = 0, max = 1216, maxp = (279,1125), minmaxdif = 1216
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1273, maxp = (287,1103), minmaxdif = 1273
orig32 medianBlur: min = 0, max = 1215, maxp = (279,1100), minmaxdif = 1215
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1268, maxp = (329,1086), minmaxdif = 1268
orig32 medianBlur: min = 0, max = 1226, maxp = (311,1083), minmaxdif = 1226
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1303, maxp = (274,1087), minmaxdif = 1303
orig32 medianBlur: min = 0, max = 1252, maxp = (274,1086), minmaxdif = 1252
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1303, maxp = (239,1034), minmaxdif = 1303
orig32 medianBlur: min = 0, max = 1231, maxp = (238,1034), minmaxdif = 1231
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1123, maxp = (183,1000), minmaxdif = 1123
orig32 medianBlur: min = 0, max = 1074, maxp = (183,1000), minmaxdif = 1074
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1180, maxp = (200,1037), minmaxdif = 1180
orig32 medianBlur: min = 0, max = 1131, maxp = (199,1037), minmaxdif = 1131
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1334, maxp = (152,1029), minmaxdif = 1334
orig32 medianBlur: min = 0, max = 1293, maxp = (152,1029), minmaxdif = 1293
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1981, maxp = (623,1205), minmaxdif = 1981
orig32 medianBlur: min = 0, max = 1927, maxp = (622,1204), minmaxdif = 1927
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1643, maxp = (600,1116), minmaxdif = 1643
orig32 medianBlur: min = 0, max = 1620, maxp = (601,1116), minmaxdif = 1620
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1625, maxp = (620,1181), minmaxdif = 1625
orig32 medianBlur: min = 0, max = 1582, maxp = (620,1182), minmaxdif = 1582
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 22, max = 4094, maxp = (740,64), minmaxdif = 4072
orig32 thresholded: min = 0, max = 1647, maxp = (563,1166), minmaxdif = 1647
orig32 medianBlur: min = 0, max = 1555, maxp = (563,1167), minmaxdif = 1555
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1807, maxp = (563,1214), minmaxdif = 1807
orig32 medianBlur: min = 0, max = 1720, maxp = (563,1214), minmaxdif = 1720
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 22, max = 4094, maxp = (740,64), minmaxdif = 4072
orig32 thresholded: min = 0, max = 2080, maxp = (517,1210), minmaxdif = 2080
orig32 medianBlur: min = 0, max = 1990, maxp = (517,1209), minmaxdif = 1990
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1706, maxp = (518,1188), minmaxdif = 1706
orig32 medianBlur: min = 0, max = 1647, maxp = (518,1185), minmaxdif = 1647
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 19, max = 4094, maxp = (740,64), minmaxdif = 4075
orig32 thresholded: min = 0, max = 1741, maxp = (537,1171), minmaxdif = 1741
orig32 medianBlur: min = 0, max = 1691, maxp = (541,1175), minmaxdif = 1691
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1718, maxp = (513,1117), minmaxdif = 1718
orig32 medianBlur: min = 0, max = 1662, maxp = (520,1122), minmaxdif = 1662
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1712, maxp = (559,1117), minmaxdif = 1712
orig32 medianBlur: min = 0, max = 1648, maxp = (574,1134), minmaxdif = 1648
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1942, maxp = (569,1085), minmaxdif = 1942
orig32 medianBlur: min = 0, max = 1823, maxp = (568,1085), minmaxdif = 1823
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1903, maxp = (517,1091), minmaxdif = 1903
orig32 medianBlur: min = 0, max = 1804, maxp = (516,1090), minmaxdif = 1804
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1775, maxp = (480,1111), minmaxdif = 1775
orig32 medianBlur: min = 0, max = 1715, maxp = (479,1112), minmaxdif = 1715
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1594, maxp = (476,1047), minmaxdif = 1594
orig32 medianBlur: min = 0, max = 1501, maxp = (436,1010), minmaxdif = 1501
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1647, maxp = (459,1066), minmaxdif = 1647
orig32 medianBlur: min = 0, max = 1576, maxp = (459,1066), minmaxdif = 1576
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 19, max = 4094, maxp = (740,64), minmaxdif = 4075
orig32 thresholded: min = 0, max = 2188, maxp = (397,1044), minmaxdif = 2188
orig32 medianBlur: min = 0, max = 2149, maxp = (396,1044), minmaxdif = 2149
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 19, max = 4094, maxp = (740,64), minmaxdif = 4075
orig32 thresholded: min = 0, max = 2142, maxp = (861,1209), minmaxdif = 2142
orig32 medianBlur: min = 0, max = 2031, maxp = (861,1210), minmaxdif = 2031
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1768, maxp = (856,1159), minmaxdif = 1768
orig32 medianBlur: min = 0, max = 1699, maxp = (855,1157), minmaxdif = 1699
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1653, maxp = (820,1176), minmaxdif = 1653
orig32 medianBlur: min = 0, max = 1606, maxp = (822,1171), minmaxdif = 1606
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1762, maxp = (834,1214), minmaxdif = 1762
orig32 medianBlur: min = 0, max = 1699, maxp = (834,1214), minmaxdif = 1699
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1909, maxp = (774,1218), minmaxdif = 1909
orig32 medianBlur: min = 0, max = 1859, maxp = (771,1218), minmaxdif = 1859
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 22, max = 4094, maxp = (740,64), minmaxdif = 4072
orig32 thresholded: min = 0, max = 1892, maxp = (769,1208), minmaxdif = 1892
orig32 medianBlur: min = 0, max = 1845, maxp = (768,1208), minmaxdif = 1845
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1850, maxp = (782,1189), minmaxdif = 1850
orig32 medianBlur: min = 0, max = 1823, maxp = (782,1190), minmaxdif = 1823
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1813, maxp = (790,1158), minmaxdif = 1813
orig32 medianBlur: min = 0, max = 1772, maxp = (790,1159), minmaxdif = 1772
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1870, maxp = (814,1150), minmaxdif = 1870
orig32 medianBlur: min = 0, max = 1813, maxp = (817,1145), minmaxdif = 1813
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1800, maxp = (815,1123), minmaxdif = 1800
orig32 medianBlur: min = 0, max = 1752, maxp = (786,1097), minmaxdif = 1752
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 2155, maxp = (777,1091), minmaxdif = 2155
orig32 medianBlur: min = 0, max = 2080, maxp = (777,1092), minmaxdif = 2080
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1836, maxp = (754,1098), minmaxdif = 1836
orig32 medianBlur: min = 0, max = 1775, maxp = (754,1121), minmaxdif = 1775
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1893, maxp = (718,1121), minmaxdif = 1893
orig32 medianBlur: min = 0, max = 1784, maxp = (719,1121), minmaxdif = 1784
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1835, maxp = (686,1066), minmaxdif = 1835
orig32 medianBlur: min = 0, max = 1786, maxp = (687,1067), minmaxdif = 1786
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 19, max = 4094, maxp = (740,64), minmaxdif = 4075
orig32 thresholded: min = 0, max = 1921, maxp = (716,1038), minmaxdif = 1921
orig32 medianBlur: min = 0, max = 1881, maxp = (715,1039), minmaxdif = 1881
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 2411, maxp = (687,998), minmaxdif = 2411
orig32 medianBlur: min = 0, max = 2338, maxp = (685,1001), minmaxdif = 2338
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 22, max = 4094, maxp = (740,64), minmaxdif = 4072
orig32 thresholded: min = 0, max = 1880, maxp = (633,1048), minmaxdif = 1880
orig32 medianBlur: min = 0, max = 1855, maxp = (632,1048), minmaxdif = 1855
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1839, maxp = (1090,1167), minmaxdif = 1839
orig32 medianBlur: min = 0, max = 1791, maxp = (1077,1159), minmaxdif = 1791
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1813, maxp = (1082,1211), minmaxdif = 1813
orig32 medianBlur: min = 0, max = 1726, maxp = (1082,1211), minmaxdif = 1726
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 2192, maxp = (968,1222), minmaxdif = 2192
orig32 medianBlur: min = 0, max = 2093, maxp = (968,1222), minmaxdif = 2093
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 1991, maxp = (973,1187), minmaxdif = 1991
orig32 medianBlur: min = 0, max = 1919, maxp = (973,1187), minmaxdif = 1919
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 21, max = 4094, maxp = (740,64), minmaxdif = 4073
orig32 thresholded: min = 0, max = 2009, maxp = (1028,1196), minmaxdif = 2009
orig32 medianBlur: min = 0, max = 1952, maxp = (1023,1201), minmaxdif = 1952
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 20, max = 4094, maxp = (740,64), minmaxdif = 4074
orig32 thresholded: min = 0, max = 1984, maxp = (1039,1183), minmaxdif = 1984
orig32 medianBlur: min = 0, max = 1922, maxp = (1039,1183), minmaxdif = 1922
=>>averaged: min = : min = 0, max = 3049, maxp = (1257,1563), minmaxdif = 3049
orig: min = 22, max = 4094, maxp = (740,64), minmaxdif = 4072
orig32 thresholded: min = 0, max = 1940, maxp = (1016,1132), minmaxdif = 1940
